source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism]
PXD030348-Sample-93	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 254	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04478_wt_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04478_wt_5month_Cortex_1.raw	1	29	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-94	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 255	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04478_wt_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04478_wt_5month_Cortex_2.raw	1	30	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-95	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 256	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04479_wt_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04479_wt_5month_Cortex_1.raw	1	31	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-96	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 257	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04479_wt_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04479_wt_5month_Cortex_2.raw	1	32	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-97	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 258	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04480_tg_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04480_tg_5month_Cortex_1.raw	1	33	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-98	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 259	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04480_tg_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04480_tg_5month_Cortex_2.raw	1	34	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-99	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 260	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04481_wt_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04481_wt_5month_Cortex_1.raw	1	35	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-100	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 261	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04481_wt_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04481_wt_5month_Cortex_2.raw	1	36	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-101	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 262	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04507_tg_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04507_tg_5month_Cortex_1.raw	1	37	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-102	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 263	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04507_tg_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04507_tg_5month_Cortex_2.raw	1	38	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-103	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 264	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04522_wt_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04522_wt_5month_Cortex_1.raw	1	39	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-104	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 265	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04522_wt_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04522_wt_5month_Cortex_2.raw	1	40	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-105	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 266	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04523_wt_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04523_wt_5month_Cortex_1.raw	1	41	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-106	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 267	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04523_wt_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04523_wt_5month_Cortex_2.raw	1	42	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-107	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 268	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04524_wt_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04524_wt_5month_Cortex_1.raw	1	43	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-108	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 269	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04524_wt_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04524_wt_5month_Cortex_2.raw	1	44	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-109	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 270	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04542_tg_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04542_tg_5month_Cortex_1.raw	1	45	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-110	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 271	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04542_tg_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04542_tg_5month_Cortex_2.raw	1	46	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-111	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 272	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04544_tg_5month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04544_tg_5month_Cortex_1.raw	1	47	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-112	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 273	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04544_tg_5month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04544_tg_5month_Cortex_2.raw	1	48	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-113	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 274	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04560_tg_2month_Cortex_1_160909115558.raw	ANAKIN_20160908_MK_EWB_04560_tg_2month_Cortex_1_160909115558.raw	1	49	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-114	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 275	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04560_tg_2month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04560_tg_2month_Cortex_2.raw	1	50	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-115	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 276	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04604_tg_2month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04604_tg_2month_Cortex_1.raw	1	51	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-116	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 277	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04604_tg_2month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04604_tg_2month_Cortex_2.raw	1	52	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-117	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 278	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04605_wt_2month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04605_wt_2month_Cortex_1.raw	1	53	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-118	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 279	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04605_wt_2month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04605_wt_2month_Cortex_2.raw	1	54	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-119	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 280	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04606_wt_2month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04606_wt_2month_Cortex_1.raw	1	55	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-120	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 281	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04606_wt_2month_Cortex_2.raw	ANAKIN_20160908_MK_EWB_04606_wt_2month_Cortex_2.raw	1	56	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
PXD030348-Sample-121	Mus musculus	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 282	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	ANAKIN_20160908_MK_EWB_04633_tg_2month_Cortex_1.raw	ANAKIN_20160908_MK_EWB_04633_tg_2month_Cortex_1.raw	1	57	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=HCD;AC=PRIDE:0000590	10 ppm	0.05 Da	Mus musculus
