source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sampling site]	characteristics[individual]	characteristics[compound]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[compound]	factor value[sampling time]	factor value[enrichment process]
HCT-15-BL-0min-r3-phos	Homo sapiens	colon	colon epithelial cell	HCT-15	CVCL_0292	HCT 15	colon adenocarcinoma	adult	67Y	male	European ancestry	colon	not applicable	not applicable	0 hour	enrichment of phosphorylated protein	cell	3	run 20200330_George_HCT15_0h_phos_3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200330_George_HCT15_0h_phos_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HCT-15	not applicable	0 hour	enrichment of phosphorylated protein
HT115-AL-15min-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	alpelisib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_AL_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_AL_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	alpelisib	15 minute	enrichment of phosphorylated protein
HT115-AL-1h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	alpelisib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_AL_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_AL_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	alpelisib	1 hour	enrichment of phosphorylated protein
HT115-AL-24h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	alpelisib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_AL_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_AL_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	alpelisib	24 hour	enrichment of phosphorylated protein
HT115-AL-48h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	alpelisib	48 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_AL_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_AL_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	alpelisib	48 hour	enrichment of phosphorylated protein
HT115-AL-5min-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	alpelisib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_AL_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_AL_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	alpelisib	5 minute	enrichment of phosphorylated protein
HT115-AL-6h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	alpelisib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_AL_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_AL_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	alpelisib	6 hour	enrichment of phosphorylated protein
HT115-AL-96h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	alpelisib	96 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_AL_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_AL_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	alpelisib	96 hour	enrichment of phosphorylated protein
HT115-IM-15min-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	imatinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_IM_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_IM_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	imatinib	15 minute	enrichment of phosphorylated protein
HT115-IM-1h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	imatinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_IM_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_IM_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	imatinib	1 hour	enrichment of phosphorylated protein
HT115-IM-24h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	imatinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_IM_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_IM_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	imatinib	24 hour	enrichment of phosphorylated protein
HT115-IM-48h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	imatinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_IM_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_IM_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	imatinib	48 hour	enrichment of phosphorylated protein
HT115-IM-5min-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	imatinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_IM_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_IM_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	imatinib	5 minute	enrichment of phosphorylated protein
HT115-IM-6h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	imatinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_IM_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_IM_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	imatinib	6 hour	enrichment of phosphorylated protein
HT115-IM-96h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	imatinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_IM_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_IM_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	imatinib	96 hour	enrichment of phosphorylated protein
HT115-LI-15min-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	linsitinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_LI_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_LI_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	linsitinib	15 minute	enrichment of phosphorylated protein
HT115-LI-1h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	linsitinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_LI_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_LI_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	linsitinib	1 hour	enrichment of phosphorylated protein
HT115-LI-24h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	linsitinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_LI_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_LI_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	linsitinib	24 hour	enrichment of phosphorylated protein
HT115-LI-48h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	linsitinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_LI_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_LI_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	linsitinib	48 hour	enrichment of phosphorylated protein
HT115-LI-5min-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	linsitinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_LI_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_LI_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	linsitinib	5 minute	enrichment of phosphorylated protein
HT115-LI-6h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	linsitinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_LI_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_LI_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	linsitinib	6 hour	enrichment of phosphorylated protein
HT115-LI-96h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	linsitinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_LI_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_LI_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	linsitinib	96 hour	enrichment of phosphorylated protein
HT115-OS-15min-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	osimertinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_OS_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_OS_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	osimertinib	15 minute	enrichment of phosphorylated protein
HT115-OS-1h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	osimertinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_OS_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_OS_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	osimertinib	1 hour	enrichment of phosphorylated protein
HT115-OS-24h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	osimertinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_OS_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_OS_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	osimertinib	24 hour	enrichment of phosphorylated protein
HT115-OS-48h-r1-phos	Homo sapiens	colon	not available	HT115	CVCL_2520	HT115	colon carcinoma	adult	not available	not available	European ancestry	not available	not applicable	osimertinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20190614_George_HT115_phos_OS_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190614_George_HT115_phos_OS_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	HT115	osimertinib	48 hour	enrichment of phosphorylated protein
