source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[enrichment process]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms min im]	comment[ms max im]	comment[ms1 scan range]	factor value[cell type]	factor value[treatment]
DBS08_beta_1	Mus musculus	islet of Langerhans	type B pancreatic cell	1	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_10_beta_01_S3-B10_1_2908	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_10_beta_01_S3-B10_1_2908.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	type B pancreatic cell	control
DBS08_beta_2	Mus musculus	islet of Langerhans	type B pancreatic cell	2	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_11_beta_02_S3-C10_1_2909	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_11_beta_02_S3-C10_1_2909.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	type B pancreatic cell	control
DBS08_beta_3	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_12_beta_03_S3-D10_1_2910	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_12_beta_03_S3-D10_1_2910.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	type B pancreatic cell	control
DBS08_delta_1	Mus musculus	islet of Langerhans	pancreatic D cell	1	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_13_delta_01_S3-E10_1_2902	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_13_delta_01_S3-E10_1_2902.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	pancreatic D cell	control
DBS08_delta_2	Mus musculus	islet of Langerhans	pancreatic D cell	2	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_14_delta_02_S3-F10_1_2903	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_14_delta_02_S3-F10_1_2903.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	pancreatic D cell	control
DBS08_delta_3	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	control	not applicable	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_15_delta_03_S3-G10_1_2904	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Proteome_15_delta_03_S3-G10_1_2904.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	DBS08	0.7	1.3	100m/z-1700m/z	pancreatic D cell	control
DBS08_alpha_1_phospho	Mus musculus	islet of Langerhans	pancreatic A cell	1	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_07_alpha_01_S3-G1_1_2886	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_07_alpha_01_S3-G1_1_2886.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	pancreatic A cell	control
DBS08_alpha_2_phospho	Mus musculus	islet of Langerhans	pancreatic A cell	2	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_08_alpha_02_S3-H1_1_2887	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_08_alpha_02_S3-H1_1_2887.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	pancreatic A cell	control
DBS08_alpha_3_phospho	Mus musculus	islet of Langerhans	pancreatic A cell	3	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_09_alpha_03_S3-A2_1_2888	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_09_alpha_03_S3-A2_1_2888.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	pancreatic A cell	control
DBS08_beta_1_phospho	Mus musculus	islet of Langerhans	type B pancreatic cell	1	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_10_beta_01_S3-B2_1_2889	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_10_beta_01_S3-B2_1_2889.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	type B pancreatic cell	control
DBS08_beta_2_phospho	Mus musculus	islet of Langerhans	type B pancreatic cell	2	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_11_beta_02_S3-C2_1_2890	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_11_beta_02_S3-C2_1_2890.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	type B pancreatic cell	control
DBS08_beta_3_phospho	Mus musculus	islet of Langerhans	type B pancreatic cell	3	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_12_beta_03_S3-D2_1_2891	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_12_beta_03_S3-D2_1_2891.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	type B pancreatic cell	control
DBS08_delta_1_phospho	Mus musculus	islet of Langerhans	pancreatic D cell	1	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_13_delta_01_S3-E2_1_2883	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_13_delta_01_S3-E2_1_2883.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	pancreatic D cell	control
DBS08_delta_2_phospho	Mus musculus	islet of Langerhans	pancreatic D cell	2	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_14_delta_02_S3-F2_1_2884	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_14_delta_02_S3-F2_1_2884.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	pancreatic D cell	control
DBS08_delta_3_phospho	Mus musculus	islet of Langerhans	pancreatic D cell	3	pooled	normal	cell	control	enrichment of phosphorylated protein	adult	C57BL/6JRj	male	12W	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_15_delta_03_S3-G2_1_2885	proteomic profiling by mass spectrometry	1	20230426_TIMS01scp_MCT_SA_whi20_AID12_DBS08_Phospho_15_delta_03_S3-G2_1_2885.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF SCP;AC=MS:1003231	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=time-of-flight;AC=MS:1000084	DBS08	0.75	1.45	100m/z-1700m/z	pancreatic D cell	control
