source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[material type]	characteristics[enrichment process]	characteristics[viral bait]	characteristics[fusion orientation]	characteristics[expression mode]	characteristics[stimulation]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[viral bait]	factor value[fusion orientation]	factor value[expression mode]	factor value[stimulation]
FB-NSP9_stable_2804_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	N-terminal	stable	not treated	1	run FB-NSP9_stable_2804_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-NSP9_stable_2804_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	N-terminal	stable	not treated
FB-NSP9_stable_2804_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	N-terminal	stable	not treated	2	run FB-NSP9_stable_2804_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-NSP9_stable_2804_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	N-terminal	stable	not treated
FB-NSP9_stable_2804_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	N-terminal	stable	not treated	3	run FB-NSP9_stable_2804_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-NSP9_stable_2804_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	N-terminal	stable	not treated
FB-NSP9_stable_PIC_1106_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	N-terminal	stable	poly(I:C)	1	run FB-NSP9_stable_PIC_1106_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-NSP9_stable_PIC_1106_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	N-terminal	stable	poly(I:C)
FB-NSP9_stable_PIC_1106_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	N-terminal	stable	poly(I:C)	2	run FB-NSP9_stable_PIC_1106_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-NSP9_stable_PIC_1106_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	N-terminal	stable	poly(I:C)
FB-NSP9_stable_PIC_1106_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	NSP9	N-terminal	stable	poly(I:C)	3	run FB-NSP9_stable_PIC_1106_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-NSP9_stable_PIC_1106_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NSP9	N-terminal	stable	poly(I:C)
FB-N_stable_0805_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	N	N-terminal	stable	not treated	1	run FB-N_stable_0805_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-N_stable_0805_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	N	N-terminal	stable	not treated
FB-N_stable_0805_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	N	N-terminal	stable	not treated	2	run FB-N_stable_0805_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-N_stable_0805_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	N	N-terminal	stable	not treated
FB-N_stable_0805_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	N	N-terminal	stable	not treated	3	run FB-N_stable_0805_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-N_stable_0805_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	N	N-terminal	stable	not treated
FB-N_stable_PIC_1106_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	N	N-terminal	stable	poly(I:C)	1	run FB-N_stable_PIC_1106_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-N_stable_PIC_1106_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	N	N-terminal	stable	poly(I:C)
FB-N_stable_PIC_1106_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	N	N-terminal	stable	poly(I:C)	2	run FB-N_stable_PIC_1106_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-N_stable_PIC_1106_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	N	N-terminal	stable	poly(I:C)
FB-N_stable_PIC_1106_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	N	N-terminal	stable	poly(I:C)	3	run FB-N_stable_PIC_1106_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-N_stable_PIC_1106_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	N	N-terminal	stable	poly(I:C)
FB-Orf3a_stable_2404_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3a	N-terminal	stable	not treated	1	run FB-Orf3a_stable_2404_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-Orf3a_stable_2404_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3a	N-terminal	stable	not treated
FB-Orf3a_stable_2404_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3a	N-terminal	stable	not treated	2	run FB-Orf3a_stable_2404_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-Orf3a_stable_2404_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3a	N-terminal	stable	not treated
FB-Orf3a_stable_2404_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3a	N-terminal	stable	not treated	3	run FB-Orf3a_stable_2404_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-Orf3a_stable_2404_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3a	N-terminal	stable	not treated
FB-Orf3d_stable_0305_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3d	N-terminal	stable	not treated	1	run FB-Orf3d_stable_0305_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-Orf3d_stable_0305_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3d	N-terminal	stable	not treated
FB-Orf3d_stable_0305_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3d	N-terminal	stable	not treated	2	run FB-Orf3d_stable_0305_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-Orf3d_stable_0305_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3d	N-terminal	stable	not treated
FB-Orf3d_stable_0305_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3d	N-terminal	stable	not treated	3	run FB-Orf3d_stable_0305_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-Orf3d_stable_0305_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3d	N-terminal	stable	not treated
FB-S_stable_1205_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	N-terminal	stable	not treated	1	run FB-S_stable_1205_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-S_stable_1205_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	N-terminal	stable	not treated
FB-S_stable_1205_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	N-terminal	stable	not treated	2	run FB-S_stable_1205_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-S_stable_1205_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	N-terminal	stable	not treated
FB-S_stable_1205_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	N-terminal	stable	not treated	3	run FB-S_stable_1205_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-S_stable_1205_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	N-terminal	stable	not treated
FB-S_stable_PIC_2906_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	N-terminal	stable	poly(I:C)	1	run FB-S_stable_PIC_2906_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-S_stable_PIC_2906_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	N-terminal	stable	poly(I:C)
FB-S_stable_PIC_2906_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	N-terminal	stable	poly(I:C)	2	run FB-S_stable_PIC_2906_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-S_stable_PIC_2906_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	N-terminal	stable	poly(I:C)
FB-S_stable_PIC_2906_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	S	N-terminal	stable	poly(I:C)	3	run FB-S_stable_PIC_2906_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-S_stable_PIC_2906_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	S	N-terminal	stable	poly(I:C)
FB-orf3a_stable_PIC_1106_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3a	N-terminal	stable	poly(I:C)	1	run FB-orf3a_stable_PIC_1106_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-orf3a_stable_PIC_1106_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3a	N-terminal	stable	poly(I:C)
FB-orf3a_stable_PIC_1106_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3a	N-terminal	stable	poly(I:C)	2	run FB-orf3a_stable_PIC_1106_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-orf3a_stable_PIC_1106_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3a	N-terminal	stable	poly(I:C)
FB-orf3a_stable_PIC_1106_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3a	N-terminal	stable	poly(I:C)	3	run FB-orf3a_stable_PIC_1106_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-orf3a_stable_PIC_1106_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3a	N-terminal	stable	poly(I:C)
FB-orf3d_stable_PIC_2506_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3d	N-terminal	stable	poly(I:C)	1	run FB-orf3d_stable_PIC_2506_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-orf3d_stable_PIC_2506_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3d	N-terminal	stable	poly(I:C)
FB-orf3d_stable_PIC_2506_B	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3d	N-terminal	stable	poly(I:C)	2	run FB-orf3d_stable_PIC_2506_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-orf3d_stable_PIC_2506_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3d	N-terminal	stable	poly(I:C)
FB-orf3d_stable_PIC_2506_C	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF3d	N-terminal	stable	poly(I:C)	3	run FB-orf3d_stable_PIC_2506_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-orf3d_stable_PIC_2506_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF3d	N-terminal	stable	poly(I:C)
FB-orf6_stable_2404_A	Homo sapiens	kidney	kidney	epithelial cell	normal	HEK293	CVCL_U427	Flp-In-T-REx-293	fetal	not available	female	not available	cell	streptavidin enrichment	ORF6	N-terminal	stable	not treated	1	run FB-orf6_stable_2404_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	1	1	FB-orf6_stable_2404_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	ORF6	N-terminal	stable	not treated
