source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[genotype]	characteristics[sampling time]	characteristics[sample type]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]	factor value[genotype]	factor value[sampling time]
d50-iDA-ASAH1-r3	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	ASAH1	50 day	study sample	cell	3	run aa04331_yh_fk_d50_iDA_ASAH1_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04331_yh_fk_d50_iDA_ASAH1_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	ASAH1	50 day
d50-iN-HEXA-r1	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	HEXA	50 day	study sample	cell	1	run aa04223_yh_fk_d50_iN_HEXA_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04223_yh_fk_d50_iN_HEXA_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	HEXA	50 day
d50-iDA-GAA-r1	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	GAA	50 day	study sample	cell	1	run aa04214_yh_fk_d50_iDA_GAA_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04214_yh_fk_d50_iDA_GAA_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	GAA	50 day
d50-pool-15	Homo sapiens	brain	not applicable	normal	adult	not available	not available	not available	not applicable	not applicable	50 day	quality control sample	cell	1	run aa04265_yh_fk_d50_pool	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04265_yh_fk_d50_pool.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	50 day
d50-iDA-HEXA-r1	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	HEXA	50 day	study sample	cell	1	run aa04212_yh_fk_d50_iDA_HEXA_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04212_yh_fk_d50_iDA_HEXA_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	HEXA	50 day
d50-iN-wildtype-r3	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	wild type	50 day	study sample	cell	3	run aa04268_yh_fk_d50_iN_Ctrl_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04268_yh_fk_d50_iN_Ctrl_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	wild type	50 day
d50-pool-16	Homo sapiens	brain	not applicable	normal	adult	not available	not available	not available	not applicable	not applicable	50 day	quality control sample	cell	1	run aa04215_yh_fk_d50_pool	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04215_yh_fk_d50_pool.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	50 day
d50-iDA-GBA1-r2	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	GBA1	50 day	study sample	cell	2	run aa04299_yh_fk_d50_iDA_GBA1_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04299_yh_fk_d50_iDA_GBA1_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	GBA1	50 day
d50-iDA-PTT1-r3	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	PTT1	50 day	study sample	cell	3	run aa04248_yh_fk_d50_iDA_PTT1_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04248_yh_fk_d50_iDA_PTT1_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	PTT1	50 day
d50-iN-HEXA-r3	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	HEXA	50 day	study sample	cell	3	run aa04344_yh_fk_d50_iN_HEXA_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04344_yh_fk_d50_iN_HEXA_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	HEXA	50 day
d50-iN-SMPD1-r1	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	SMPD1	50 day	study sample	cell	1	run aa04251_yh_fk_d50_iN_SMPD1_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04251_yh_fk_d50_iN_SMPD1_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	SMPD1	50 day
d50-iDA-CTSD-r3	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	CTSD	50 day	study sample	cell	3	run aa04198_yh_fk_d50_iDA_CTSD_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04198_yh_fk_d50_iDA_CTSD_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	CTSD	50 day
d50-iN-MCOLN1-r2	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	MCOLN1	50 day	study sample	cell	2	run aa04298_yh_fk_d50_iN_MCOLN1_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04298_yh_fk_d50_iN_MCOLN1_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	MCOLN1	50 day
d50-iN-MCOLN1-r1	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	MCOLN1	50 day	study sample	cell	1	run aa04282_yh_fk_d50_iN_MCOLN1_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04282_yh_fk_d50_iN_MCOLN1_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	MCOLN1	50 day
d50-pool-17	Homo sapiens	brain	not applicable	normal	adult	not available	not available	not available	not applicable	not applicable	50 day	quality control sample	cell	1	run aa04355_yh_fk_d50_pool	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04355_yh_fk_d50_pool.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	50 day
d50-pool-18	Homo sapiens	brain	not applicable	normal	adult	not available	not available	not available	not applicable	not applicable	50 day	quality control sample	cell	1	run aa04285_yh_fk_d50_pool	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04285_yh_fk_d50_pool.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	50 day
d50-iN-TPP1-r1	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	TPP1	50 day	study sample	cell	1	run aa04233_yh_fk_d50_iN_TPP1_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04233_yh_fk_d50_iN_TPP1_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	TPP1	50 day
d50-pool-19	Homo sapiens	brain	not applicable	normal	adult	not available	not available	not available	not applicable	not applicable	50 day	quality control sample	cell	1	run aa04325_yh_fk_d50_pool	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04325_yh_fk_d50_pool.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	not applicable	not applicable	50 day
d50-iN-DNAJC5-r2	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	DNAJC5	50 day	study sample	cell	2	run aa04337_yh_fk_d50_iN_DNAJC5_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04337_yh_fk_d50_iN_DNAJC5_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	DNAJC5	50 day
d50-iN-CLN8-r1	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	CLN8	50 day	study sample	cell	1	run aa04312_yh_fk_d50_iN_CLN8_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04312_yh_fk_d50_iN_CLN8_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	CLN8	50 day
d50-iN-ASAH1-r1	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	ASAH1	50 day	study sample	cell	1	run aa04272_yh_fk_d50_iN_ASAH1_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04272_yh_fk_d50_iN_ASAH1_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	ASAH1	50 day
d50-iDA-CTSF-r1	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	CTSF	50 day	study sample	cell	1	run aa04267_yh_fk_d50_iDA_CTSF_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04267_yh_fk_d50_iDA_CTSF_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	CTSF	50 day
d50-iDA-LIPA-r2	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	LIPA	50 day	study sample	cell	2	run aa04354_yh_fk_d50_iDA_LIPA_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04354_yh_fk_d50_iDA_LIPA_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	LIPA	50 day
d50-iDA-PSAP-r2	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	PSAP	50 day	study sample	cell	2	run aa04236_yh_fk_d50_iDA_PSAP_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04236_yh_fk_d50_iDA_PSAP_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	PSAP	50 day
d50-iN-SMPD1-r3	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	SMPD1	50 day	study sample	cell	3	run aa04290_yh_fk_d50_iN_SMPD1_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04290_yh_fk_d50_iN_SMPD1_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	SMPD1	50 day
d50-iDA-TPP1-r1	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	TPP1	50 day	study sample	cell	1	run aa04350_yh_fk_d50_iDA_TPP1_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04350_yh_fk_d50_iDA_TPP1_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	TPP1	50 day
d50-iDA-MFSD8-r3	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	MFSD8	50 day	study sample	cell	3	run aa04287_yh_fk_d50_iDA_MFSD8_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04287_yh_fk_d50_iDA_MFSD8_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	MFSD8	50 day
d50-iN-CTSF-r1	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	CTSF	50 day	study sample	cell	1	run aa04217_yh_fk_d50_iN_CTSF_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04217_yh_fk_d50_iN_CTSF_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	CTSF	50 day
d50-iDA-CLN6-r3	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	CLN6	50 day	study sample	cell	3	run aa04320_yh_fk_d50_iDA_CLN6_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04320_yh_fk_d50_iDA_CLN6_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	CLN6	50 day
d50-iDA-CLN5-r1	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	CLN5	50 day	study sample	cell	1	run aa04304_yh_fk_d50_iDA_CLN5_rep1	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04304_yh_fk_d50_iDA_CLN5_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	CLN5	50 day
d50-iN-NPC1-r2	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	NPC1	50 day	study sample	cell	2	run aa04352_yh_fk_d50_iN_NPC1_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04352_yh_fk_d50_iN_NPC1_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	NPC1	50 day
d50-iDA-MCOLN1-r3	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	MCOLN1	50 day	study sample	cell	3	run aa04322_yh_fk_d50_iDA_MCOLN1_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04322_yh_fk_d50_iDA_MCOLN1_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	MCOLN1	50 day
d50-iN-NPC1-r3	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	NPC1	50 day	study sample	cell	3	run aa04311_yh_fk_d50_iN_NPC1_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04311_yh_fk_d50_iN_NPC1_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	NPC1	50 day
d50-iN-GBA1-r3	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	GBA1	50 day	study sample	cell	3	run aa04280_yh_fk_d50_iN_GBA1_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04280_yh_fk_d50_iN_GBA1_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	GBA1	50 day
d50-iN-MFSD8-r3	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	MFSD8	50 day	study sample	cell	3	run aa04197_yh_fk_d50_iN_MFSD8_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04197_yh_fk_d50_iN_MFSD8_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	MFSD8	50 day
d50-iN-NPC2-r2	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	NPC2	50 day	study sample	cell	2	run aa04317_yh_fk_d50_iN_NPC2_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04317_yh_fk_d50_iN_NPC2_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	NPC2	50 day
d50-iDA-HEXB-r2	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	HEXB	50 day	study sample	cell	2	run aa04202_yh_fk_d50_iDA_HEXB_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04202_yh_fk_d50_iDA_HEXB_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	HEXB	50 day
d50-iDA-HEXA-r2	Homo sapiens	brain	dopaminergic neuron	normal	adult	not available	not available	not available	not applicable	HEXA	50 day	study sample	cell	2	run aa04286_yh_fk_d50_iDA_HEXA_rep2	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04286_yh_fk_d50_iDA_HEXA_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	dopaminergic neuron	HEXA	50 day
d50-iN-CLN8-r3	Homo sapiens	brain	glutamatergic neuron	normal	adult	not available	not available	not available	not applicable	CLN8	50 day	study sample	cell	3	run aa04249_yh_fk_d50_iN_CLN8_rep3	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Astral;AC=MS:1003378	label free sample	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not available	not available	not available	not available	1	1	aa04249_yh_fk_d50_iN_CLN8_rep3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	glutamatergic neuron	CLN8	50 day
