source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]	factor value[group]	factor value[label class]
CAB20211221lut_Ag1_fpDIA_30min_b15_26_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211221lut_Ag1_fpDIA_30min_b15_26_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20211221lut_Ag1_fpDIA_30min_b15_26_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAb24220602lut_Ag2_fpDIA_30min_b24_13_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAb24220602lut_Ag2_fpDIA_30min_b24_13_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAb24220602lut_Ag2_fpDIA_30min_b24_13_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220205lut_Ag2_fpDIA_30min_b13_24_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220205lut_Ag2_fpDIA_30min_b13_24_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220205lut_Ag2_fpDIA_30min_b13_24_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220208lut_Ag1_fpDIA_30min_b33_7_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220208lut_Ag1_fpDIA_30min_b33_7_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220208lut_Ag1_fpDIA_30min_b33_7_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230203lut_aging_human_TMT_60min_b27_9	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230203lut_aging_human_TMT_60min_b27_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230203lut_aging_human_TMT_60min_b27_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20211221lut_Ag1_fpDIA_30min_b15_2_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211221lut_Ag1_fpDIA_30min_b15_2_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20211221lut_Ag1_fpDIA_30min_b15_2_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220212lut_Ag1_fpDIA_30min_b6_21_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220212lut_Ag1_fpDIA_30min_b6_21_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220212lut_Ag1_fpDIA_30min_b6_21_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220306lut_Ag1_fpDIA_30min_b42_ml2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220306lut_Ag1_fpDIA_30min_b42_ml2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220306lut_Ag1_fpDIA_30min_b42_ml2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20211219lut_Ag1_fpDIA_30min_b13_26_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211219lut_Ag1_fpDIA_30min_b13_26_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20211219lut_Ag1_fpDIA_30min_b13_26_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220130lut_Ag1_fpDIA_30min_b36_3_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220130lut_Ag1_fpDIA_30min_b36_3_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220130lut_Ag1_fpDIA_30min_b36_3_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220616lut_Ag1_fpDIA_30min_b25_pool1_1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220616lut_Ag1_fpDIA_30min_b25_pool1_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220616lut_Ag1_fpDIA_30min_b25_pool1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220124lut_Ag1_fpDIA_30min_b23_5_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220124lut_Ag1_fpDIA_30min_b23_5_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAA20220124lut_Ag1_fpDIA_30min_b23_5_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220114lut_Ag1_fpDIA_30min_b7_18_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220114lut_Ag1_fpDIA_30min_b7_18_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAA20220114lut_Ag1_fpDIA_30min_b7_18_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230129lut_aging_human_TMT_60min_b25_19	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230129lut_aging_human_TMT_60min_b25_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230129lut_aging_human_TMT_60min_b25_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20220112lut_Ag2_fpDIA_30min_b3_1_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220112lut_Ag2_fpDIA_30min_b3_1_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220112lut_Ag2_fpDIA_30min_b3_1_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220602lut_Ag2_fpDIA_30min_b25_2_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220602lut_Ag2_fpDIA_30min_b25_2_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220602lut_Ag2_fpDIA_30min_b25_2_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20230219lut_aging_human_TMT_60min_b21_22	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230219lut_aging_human_TMT_60min_b21_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230219lut_aging_human_TMT_60min_b21_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20211207lut_Ag1_fpDIA_30min_b4_3_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211207lut_Ag1_fpDIA_30min_b4_3_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20211207lut_Ag1_fpDIA_30min_b4_3_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20230201lut_aging_human_TMT_60min_b33_1	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230201lut_aging_human_TMT_60min_b33_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230201lut_aging_human_TMT_60min_b33_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAA20220112lut_Ag2_fpDIA_30min_b10_ml2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220112lut_Ag2_fpDIA_30min_b10_ml2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220112lut_Ag2_fpDIA_30min_b10_ml2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220122lut_Ag2_fpDIA_30min_b12_25_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220122lut_Ag2_fpDIA_30min_b12_25_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220122lut_Ag2_fpDIA_30min_b12_25_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220602lut_Ag2_fpDIA_30min_b25_30_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220602lut_Ag2_fpDIA_30min_b25_30_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAA20220602lut_Ag2_fpDIA_30min_b25_30_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20230204lut_aging_human_TMT_60min_b14_3	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230204lut_aging_human_TMT_60min_b14_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230204lut_aging_human_TMT_60min_b14_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20230123lut_aging_human_TMT_60min_b24_17	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230123lut_aging_human_TMT_60min_b24_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230123lut_aging_human_TMT_60min_b24_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
O20220205lut_Ag1_fpDIA_30min_b22_11_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	O20220205lut_Ag1_fpDIA_30min_b22_11_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	O20220205lut_Ag1_fpDIA_30min_b22_11_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230207lut_aging_human_TMT_60min_b29_19	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230207lut_aging_human_TMT_60min_b29_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230207lut_aging_human_TMT_60min_b29_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20220412lut_Ag1_fpDIA_30min_b21_19_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220412lut_Ag1_fpDIA_30min_b21_19_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220412lut_Ag1_fpDIA_30min_b21_19_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20230207lut_aging_human_TMT_60min_b37_11	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230207lut_aging_human_TMT_60min_b37_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230207lut_aging_human_TMT_60min_b37_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20230202lut_aging_human_TMT_60min_b13_14	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230202lut_aging_human_TMT_60min_b13_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230202lut_aging_human_TMT_60min_b13_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20220219lut_Ag1_fpDIA_30min_b37_28_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220219lut_Ag1_fpDIA_30min_b37_28_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220219lut_Ag1_fpDIA_30min_b37_28_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220112lut_Ag2_fpDIA_30min_b3_9_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220112lut_Ag2_fpDIA_30min_b3_9_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220112lut_Ag2_fpDIA_30min_b3_9_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220122lut_Ag1_fpDIA_30min_b16_3_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220122lut_Ag1_fpDIA_30min_b16_3_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220122lut_Ag1_fpDIA_30min_b16_3_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220616lut_Ag1_fpDIA_30min_b25_17_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220616lut_Ag1_fpDIA_30min_b25_17_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220616lut_Ag1_fpDIA_30min_b25_17_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20211213lut_Ag1_fpDIA_30min_b40_12_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20211213lut_Ag1_fpDIA_30min_b40_12_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20211213lut_Ag1_fpDIA_30min_b40_12_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAb24220602lut_Ag2_fpDIA_30min_b24_45_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAb24220602lut_Ag2_fpDIA_30min_b24_45_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAb24220602lut_Ag2_fpDIA_30min_b24_45_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
