source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[human leukocyte antigen]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]	factor value[human leukocyte antigen]
PXD019643-Sample-16	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN04	1	organism part	not available	run 48	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170907_AM_AUT01-DN04_Heart_W6-32_10%_DDA_3_400-650mz_msms15_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170907_AM_AUT01-DN04_Heart_W6-32_10%_DDA_3_400-650mz_msms15_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
PXD019643-Sample-18	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 52	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161212_AM_AUT01-DN06_Heart_W6-32_10%_DDA_1_400-650mz_msms14_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161212_AM_AUT01-DN06_Heart_W6-32_10%_DDA_1_400-650mz_msms14_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
PXD019643-Sample-18	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 53	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161212_AM_AUT01-DN06_Heart_W6-32_10%_DDA_2_400-650mz_msms15_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161212_AM_AUT01-DN06_Heart_W6-32_10%_DDA_2_400-650mz_msms15_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
PXD019643-Sample-18	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN06	1	organism part	not available	run 54	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161212_AM_AUT01-DN06_Heart_W6-32_10%_DDA_3_400-650mz_msms16_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161212_AM_AUT01-DN06_Heart_W6-32_10%_DDA_3_400-650mz_msms16_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
PXD019643-Sample-24	Homo sapiens	myelon	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN02	1	organism part	not available	run 70	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160311_DK_AUT01-DN02_Myelon_W6-32_8%_DDA_1_400-650mz_msms38_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160311_DK_AUT01-DN02_Myelon_W6-32_8%_DDA_1_400-650mz_msms38_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	myelon	Human leukocyte antigen class I
PXD019643-Sample-24	Homo sapiens	myelon	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN02	1	organism part	not available	run 71	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160311_DK_AUT01-DN02_Myelon_W6-32_8%_DDA_2_400-650mz_msms39_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160311_DK_AUT01-DN02_Myelon_W6-32_8%_DDA_2_400-650mz_msms39_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	myelon	Human leukocyte antigen class I
PXD019643-Sample-24	Homo sapiens	myelon	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN02	1	organism part	not available	run 72	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160311_DK_AUT01-DN02_Myelon_W6-32_8%_DDA_3_400-650mz_msms40_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160311_DK_AUT01-DN02_Myelon_W6-32_8%_DDA_3_400-650mz_msms40_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	myelon	Human leukocyte antigen class I
PXD019643-Sample-25	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 73	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180111_AM_AUT01-DN11_Trachea_W6-32_10%_DDA_1_400-650mz_msms7_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180111_AM_AUT01-DN11_Trachea_W6-32_10%_DDA_1_400-650mz_msms7_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class I
PXD019643-Sample-25	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 74	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180111_AM_AUT01-DN11_Trachea_W6-32_10%_DDA_2_400-650mz_msms8_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180111_AM_AUT01-DN11_Trachea_W6-32_10%_DDA_2_400-650mz_msms8_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class I
PXD019643-Sample-25	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 75	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180111_AM_AUT01-DN11_Trachea_W6-32_10%_DDA_3_400-650mz_msms9_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180111_AM_AUT01-DN11_Trachea_W6-32_10%_DDA_3_400-650mz_msms9_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class I
PXD019643-Sample-27	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 79	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160605_DK_AUT01-DN08_Liver_W6-32_20%_DDA_1_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160605_DK_AUT01-DN08_Liver_W6-32_20%_DDA_1_400-650mz_msms2_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-27	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 80	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160605_DK_AUT01-DN08_Liver_W6-32_20%_DDA_2_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160605_DK_AUT01-DN08_Liver_W6-32_20%_DDA_2_400-650mz_msms3_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-27	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 81	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160607_DK_AUT01-DN08_Liver_W6-32_20%_DDA_3_400-650mz_msms5_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160607_DK_AUT01-DN08_Liver_W6-32_20%_DDA_3_400-650mz_msms5_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-28	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 82	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170506_AM_AUT01-DN14_Liver_W6-32_10%_DDA_1_400-650mz_msms31_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170506_AM_AUT01-DN14_Liver_W6-32_10%_DDA_1_400-650mz_msms31_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-28	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 83	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170506_AM_AUT01-DN14_Liver_W6-32_10%_DDA_2_400-650mz_msms32_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170506_AM_AUT01-DN14_Liver_W6-32_10%_DDA_2_400-650mz_msms32_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-28	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 84	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170506_AM_AUT01-DN14_Liver_W6-32_10%_DDA_3_400-650mz_msms33_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170506_AM_AUT01-DN14_Liver_W6-32_10%_DDA_3_400-650mz_msms33_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-29	Homo sapiens	brain	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 85	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170814_AM_AUT01-DN15_Brain_W6-32_10%_DDA_1_400-650mz_msms1_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170814_AM_AUT01-DN15_Brain_W6-32_10%_DDA_1_400-650mz_msms1_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	brain	Human leukocyte antigen class I
PXD019643-Sample-29	Homo sapiens	brain	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 86	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170814_AM_AUT01-DN15_Brain_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170814_AM_AUT01-DN15_Brain_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	brain	Human leukocyte antigen class I
PXD019643-Sample-29	Homo sapiens	brain	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 87	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170814_AM_AUT01-DN15_Brain_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170814_AM_AUT01-DN15_Brain_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	brain	Human leukocyte antigen class I
PXD019643-Sample-30	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 88	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170915_AM_AUT01-DN11_Stomach_W6-32_10%_DDA_1_400-650mz_msms1_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170915_AM_AUT01-DN11_Stomach_W6-32_10%_DDA_1_400-650mz_msms1_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-30	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 89	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170915_AM_AUT01-DN11_Stomach_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170915_AM_AUT01-DN11_Stomach_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-30	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 90	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170915_AM_AUT01-DN11_Stomach_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170915_AM_AUT01-DN11_Stomach_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
PXD019643-Sample-32	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN05	1	organism part	not available	run 94	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160625_DK_AUT01-DN05_Thyroid_W6-32_20%_DDA_1_400-650mz_msms8_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160625_DK_AUT01-DN05_Thyroid_W6-32_20%_DDA_1_400-650mz_msms8_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class I
PXD019643-Sample-32	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN05	1	organism part	not available	run 95	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160625_DK_AUT01-DN05_Thyroid_W6-32_20%_DDA_2_400-650mz_msms9_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160625_DK_AUT01-DN05_Thyroid_W6-32_20%_DDA_2_400-650mz_msms9_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class I
PXD019643-Sample-32	Homo sapiens	thyroid	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN05	1	organism part	not available	run 96	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160625_DK_AUT01-DN05_Thyroid_W6-32_20%_DDA_3_400-650mz_msms10_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160625_DK_AUT01-DN05_Thyroid_W6-32_20%_DDA_3_400-650mz_msms10_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	thyroid	Human leukocyte antigen class I
PXD019643-Sample-33	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 97	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170527_AM_AUT01-DN08_AdrenalGland_W6-32_10%_DDA_1_400-650mz_msms12_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170527_AM_AUT01-DN08_AdrenalGland_W6-32_10%_DDA_1_400-650mz_msms12_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-33	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 98	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170527_AM_AUT01-DN08_AdrenalGland_W6-32_10%_DDA_2_400-650mz_msms13_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170527_AM_AUT01-DN08_AdrenalGland_W6-32_10%_DDA_2_400-650mz_msms13_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
