source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[age]	characteristics[clearing method]	characteristics[genotype]	characteristics[protein extraction method]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	factor value[clearing method]	factor value[disease]	factor value[protein extraction method]
mouse heart 4D SDS-SDC (sample preparation test)	Mus musculus	heart	1	not pooled	normal	tissue	not available	not available	not available	not available	not available	not available	SDS-SDC	20180807_QX2_AnBr_SA_TM_HeartOrgan_4D_SDS_SDC_1	proteomic profiling by mass spectrometry	1	20180807_QX2_AnBr_SA_TM_HeartOrgan_4D_SDS_SDC_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	not applicable	20 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	normal	SDS-SDC
mouse heart 4D SDS-SDC (sample preparation test)	Mus musculus	heart	1	not pooled	normal	tissue	not available	not available	not available	not available	not available	not available	SDS-SDC	20180807_QX2_AnBr_SA_TM_HeartOrgan_4D_SDS_SDC_1_180812104647	proteomic profiling by mass spectrometry	2	20180807_QX2_AnBr_SA_TM_HeartOrgan_4D_SDS_SDC_1_180812104647.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	not applicable	20 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	not available	normal	SDS-SDC
mouse heart PFA SDS-SDC (sample preparation test)	Mus musculus	heart	1	not pooled	normal	tissue	not available	not available	not available	not available	none (PFA-fixed, uncleared)	not available	SDS-SDC	20180807_QX2_AnBr_SA_TM_HeartOrgan_PFA_SDS_SDC_1	proteomic profiling by mass spectrometry	1	20180807_QX2_AnBr_SA_TM_HeartOrgan_PFA_SDS_SDC_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	not applicable	20 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	none (PFA-fixed, uncleared)	normal	SDS-SDC
mouse heart PFA SDS-SDC (sample preparation test)	Mus musculus	heart	1	not pooled	normal	tissue	not available	not available	not available	not available	none (PFA-fixed, uncleared)	not available	SDS-SDC	20180807_QX2_AnBr_SA_TM_HeartOrgan_PFA_SDS_SDC_2	proteomic profiling by mass spectrometry	2	20180807_QX2_AnBr_SA_TM_HeartOrgan_PFA_SDS_SDC_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=HCD;AC=MS:1000422	not applicable	20 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	none (PFA-fixed, uncleared)	normal	SDS-SDC
mouse lung fresh 1	Mus musculus	lung	1	not pooled	normal	tissue	not available	not available	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_01_01_H5_1_71	proteomic profiling by mass spectrometry	1	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_01_01_H5_1_71.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse lung fresh 1	Mus musculus	lung	1	not pooled	normal	tissue	not available	not available	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_01_02_H5_1_72	proteomic profiling by mass spectrometry	2	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_01_02_H5_1_72.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse lung fresh 1	Mus musculus	lung	1	not pooled	normal	tissue	not available	not available	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_01_03_H5_1_73	proteomic profiling by mass spectrometry	3	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_01_03_H5_1_73.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse lung fresh 2	Mus musculus	lung	2	not pooled	normal	tissue	not available	not available	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_02_01_H6_1_74	proteomic profiling by mass spectrometry	1	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_02_01_H6_1_74.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse lung fresh 2	Mus musculus	lung	2	not pooled	normal	tissue	not available	not available	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_02_02_H6_1_75	proteomic profiling by mass spectrometry	2	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_02_02_H6_1_75.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse lung fresh 2	Mus musculus	lung	2	not pooled	normal	tissue	not available	not available	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_02_03_H6_1_76	proteomic profiling by mass spectrometry	3	20190820_TIMS05_SA_AnBr_TM_Lung_Fresh_02_03_H6_1_76.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse lung vDISCO 1	Mus musculus	lung	1	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_vD_01_01_H7_1_77	proteomic profiling by mass spectrometry	1	20190820_TIMS05_SA_AnBr_TM_Lung_vD_01_01_H7_1_77.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse lung vDISCO 1	Mus musculus	lung	1	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_vD_01_02_H7_1_78	proteomic profiling by mass spectrometry	2	20190820_TIMS05_SA_AnBr_TM_Lung_vD_01_02_H7_1_78.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse lung vDISCO 1	Mus musculus	lung	1	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_vD_01_03_H7_1_79	proteomic profiling by mass spectrometry	3	20190820_TIMS05_SA_AnBr_TM_Lung_vD_01_03_H7_1_79.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse lung vDISCO 2	Mus musculus	lung	2	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_vD_02_01_H8_1_80	proteomic profiling by mass spectrometry	1	20190820_TIMS05_SA_AnBr_TM_Lung_vD_02_01_H8_1_80.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse lung vDISCO 2	Mus musculus	lung	2	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_vD_02_02_H8_1_81	proteomic profiling by mass spectrometry	2	20190820_TIMS05_SA_AnBr_TM_Lung_vD_02_02_H8_1_81.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse lung vDISCO 2	Mus musculus	lung	2	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190820_TIMS05_SA_AnBr_TM_Lung_vD_02_03_H8_1_82	proteomic profiling by mass spectrometry	3	20190820_TIMS05_SA_AnBr_TM_Lung_vD_02_03_H8_1_82.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain 3DISCO 1	Mus musculus	brain	1	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_3D01_01_G4_1_106	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_3D01_01_G4_1_106.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	normal	SDS-SDC
mouse brain 3DISCO 1	Mus musculus	brain	1	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_3D01_02_G4_1_107	proteomic profiling by mass spectrometry	2	20190509_TIMS2_AnBr_SA_200ng_TM_3D01_02_G4_1_107.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	normal	SDS-SDC
mouse brain 3DISCO 1	Mus musculus	brain	1	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_3D01_03_G4_1_108	proteomic profiling by mass spectrometry	3	20190509_TIMS2_AnBr_SA_200ng_TM_3D01_03_G4_1_108.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	normal	SDS-SDC
mouse brain 3DISCO 2	Mus musculus	brain	2	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_3D02_01_G5_1_110	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_3D02_01_G5_1_110.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	normal	SDS-SDC
mouse brain 3DISCO 2	Mus musculus	brain	2	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_3D02_02_G5_1_111	proteomic profiling by mass spectrometry	2	20190509_TIMS2_AnBr_SA_200ng_TM_3D02_02_G5_1_111.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	normal	SDS-SDC
mouse brain 3DISCO 2	Mus musculus	brain	2	not pooled	normal	tissue	not available	not available	not available	not available	3DISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_3D02_03_G5_1_112	proteomic profiling by mass spectrometry	3	20190509_TIMS2_AnBr_SA_200ng_TM_3D02_03_G5_1_112.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	normal	SDS-SDC
